date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,sealevelpressure,dewpoint,winddirection
3/28/2017,29,24,1012.16,89,47,34,24,25,22,1015,1010,0,29.93,70.5,30
3/29/2017,28,24,1011.2,90,47,34,23,25,23,1013,1009,0,29.89,70.2,40
3/30/2017,29,24,1011.32,89,47,35,23,26,22,1014,1008,0,29.9,69.6,20
3/31/2017,30,25,1011.98,94,44,35,25,26,22,1015,1010,0,29.97,69.4,361
4/1/2017,30,24,1010.75,94,41,35,24,26,21,1014,1008,0,29.99,69.3,360
4/2/2017,30,25,1009.58,94,42,37,24,26,22,1012,1006,0,29.9,70,20
4/3/2017,31,25,1009.82,84,39,37,25,26,21,1012,1007,0,29.87,70.3,20
4/4/2017,30,26,1010.39,89,56,35,26,27,24,1013,1008,0,29.93,70.3,30
4/5/2017,31,26,1009.27,89,49,36,26,27,24,1012,1006,0,29.95,70.5,20
4/6/2017,32,26,1008.46,89,46,37,26,28,24,1011,1005,0,29.91,70.3,10
4/7/2017,32,26,1008.38,89,40,37,26,27,22,1011,1005,0,29.91,69.6,20
4/8/2017,30,25,1008.6,91,42,36,25,26,22,1011,1006,0,29.95,68.7,40
4/9/2017,31,26,1008.53,89,47,36,26,27,23,1011,1006,0,29.96,70,20
4/10/2017,32,25,1007.64,93,37,38,26,27,20,1010,1005,0,29.88,71.1,40
4/11/2017,31,26,1007.48,89,35,36,26,27,22,1010,1005,0,29.88,70.9,30
4/12/2017,31,26,1008.34,89,50,36,26,27,24,1011,1006,0,29.94,69.6,60
4/13/2017,30,25,1008.73,94,47,35,25,26,24,1011,1006,0,29.94,70.3,30
4/14/2017,28,25,1008.2,94,52,33,24,26,23,1010,1006,0,29.88,70.7,50
4/15/2017,30,25,1006.55,94,47,35,24,26,23,1009,1003,0,29.89,71.4,90
4/16/2017,34,25,1005.39,89,23,41,26,28,16,1008,1002,0,29.85,71.4, 
4/17/2017,34,25,1006.12,89,21,42,26,28,18,1008,1003,0,29.9,70.7,230
4/18/2017,32,25,1006.69,84,34,38,27,27,21,1009,1004,0,29.91,71.8,210
4/19/2017,32,26,1007.31,84,41,37,27,28,25,1010,1004,0,29.85,71.6,240
4/20/2017,32,26,1007,89,50,37,26,28,25,1010,1004,0,29.85,71.6,20
4/21/2017,32,25,1007.2,86,37,38,27,26,22,1010,1004,0,29.96,71.8,320
4/22/2017,32,25,1006.8,79,34,38,27,27,22,1010,1004,0,29.94,70.9,20
4/23/2017,33,26,1006.7,84,35,39,27,28,23,1009,1004,0,29.85,70.7,30
4/24/2017,33,27,1007.07,89,40,39,27,28,23,1009,1004,0,29.83,72,40
4/25/2017,32,27,1007.67,88,50,37,28,28,22,1010,1005,0,29.88,70.3,60
4/26/2017,32,26,1007.91,89,49,37,27,27,22,1010,1006,0,29.86,70.2,100
4/27/2017,32,25,1008.35,89,28,38,27,28,21,1010,1006,0,29.79,70.2,50
4/28/2017,32,26,1008.91,89,35,37,27,27,22,1012,1006,0,29.79,72.1,320
4/29/2017,32,24,1008.8,84,37,37,26,27,20,1011,1006,0,29.88,71.1,300
4/30/2017,32,25,1008.89,84,36,37,27,27,23,1012,1006,0,29.87,72.1,330
5/1/2017,31,24,1009.71,84,35,36,26,26,19,1012,1007,0,29.78,69.1,30
5/2/2017,31,25,1010.77,84,47,35,27,26,22,1013,1009,0,29.76,70.9,50
5/3/2017,30,24,1010.66,84,38,36,25,26,22,1013,1008,0,29.76,75, 
5/4/2017,30,25,1010.14,84,36,36,25,27,21,1012,1008,0,29.75,75,220
5/5/2017,32,25,1009.89,89,41,37,26,27,23,1012,1007,0,29.82,75.9,240
5/6/2017,32,26,1010.18,84,40,37,27,28,24,1013,1007,0,29.84,76.1,320
5/7/2017,32,26,1010.55,84,41,37,27,27,23,1013,1007,0,29.75,78.6, 
5/8/2017,32,23,1009.02,79,38,37,26,27,21,1012,1006,0,29.76,77.9, 
5/9/2017,33,24,1007.46,84,32,39,27,27,20,1010,1004,0,29.84,78.6, 
5/10/2017,30,24,1008.4,79,47,35,26,26,22,1012,1006,0,29.85,78.4,10
5/11/2017,30,25,1008.84,89,50,33,27,27,22,1011,1006,0.9,29.75,77.5,350
5/12/2017,31,26,1008.68,89,42,36,26,27,24,1011,1006,0,29.75,77.5, 
5/13/2017,31,25,1007.45,84,40,36,26,26,23,1010,1004,0,29.82,78.4,340
5/14/2017,33,26,1005.75,89,35,39,27,28,22,1008,1002,0,29.85,78.3,350
5/15/2017,35,25,1004,84,25,42,28,28,19,1006,1001,0,29.8,78.1,20
5/16/2017,34,25,1002.84,79,25,41,28,28,21,1005,1000,0,29.8,78.4,10
5/17/2017,36,25,1003,75,32,42,29,27,22,1007,1000,0,29.87,78.6,30
5/18/2017,36,23,1003.73,66,27,43,29,26,20,1006,1001,0,29.88,77.7,350
5/19/2017,35,22,1005,70,28,42,28,27,19,1007,1003,0,29.77,77.4,330
5/20/2017,34,23,1004.05,75,26,41,28,28,20,1007,1001,0,29.76,77.2,300
5/21/2017,34,23,1003.56,75,27,39,28,27,19,1005,1002,0,29.84,78.3,300
5/22/2017,33,26,1004.35,79,47,38,28,28,22,1007,1002,0,29.87,77.5,330
5/23/2017,34,22,1004.76,79,29,40,27,27,19,1007,1003,0,29.84,73.8, 
5/24/2017,34,26,1003.93,84,35,41,28,28,22,1006,1001,0,29.92,73, 
5/25/2017,32,26,1003.27,84,51,37,28,28,24,1005,1001,0,29.85,72.7,340
5/26/2017,34,24,1002.82,79,36,40,29,27,21,1005,1000,0,29.83,72.9,320
5/27/2017,34,24,1003.14,79,33,40,28,28,21,1004,1002,0,29.87,73.4,320
5/28/2017,34,24,1002.68,79,30,40,29,27,22,1005,1001,0,29.86,73.6,330
5/29/2017,35,22,1001.8,59,24,41,29,25,19,1004,999,0,29.81,74.3,330
5/30/2017,35,22,1001.71,70,22,41,29,27,18,1004,999,0,29.8,73.4,360
5/31/2017,34,23,1003.09,75,20,40,29,26,18,1005,1001,0,29.88,74.3,340
6/1/2017,33,24,1003.61,81,33,39,27,27,20,1006,1001,0,29.85,74.3,40
6/2/2017,32,25,1004.52,81,43,37,27,27,23,1007,1002,0,29.8,73.8,360
6/3/2017,34,24,1004.98,79,27,40,28,27,21,1007,1002,0,29.78,74.5,310
6/4/2017,34,23,1005.14,79,31,39,29,27,20,1007,1003,0,29.81,74.5,350
6/5/2017,34,24,1004.5,79,24,41,28,27,20,1006,1002,1,29.83,75.6,350
6/6/2017,32,23,1005.23,94,34,40,25,26,22,1008,1003,12,29.8,74.8, 
6/7/2017,28,23,1006.76,89,37,33,23,25,20,1009,1005,0,29.83,75.2, 
6/8/2017,31,22,1005.31,70,29,36,26,24,19,1008,1003,0,29.85,77.2, 
6/9/2017,32,22,1003.86,62,36,36,28,24,21,1006,1001,0,29.79,75.9, 
6/10/2017,33,22,1003.61,58,35,38,28,23,21,1006,1001,0,29.83,75.7, 
6/11/2017,33,22,1003.96,75,32,38,28,26,20,1007,1001,0,29.91,75.9, 
6/12/2017,33,23,1004.39,75,31,38,28,26,21,1007,1002,0,29.88,75, 
6/13/2017,34,24,1004.36,79,33,39,28,27,22,1006,1002,0,29.93,76.8,160
6/14/2017,33,25,1005.25,89,34,39,27,29,22,1007,1003,0.5,30,77.4,200
6/15/2017,32,24,1006.12,83,32,37,26,27,21,1008,1004,0,29.98,77.4,120
6/16/2017,32,24,1006.25,84,32,37,27,27,21,1008,1004,0.4,29.9,82.4, 
6/17/2017,31,25,1005.83,84,33,38,24,27,20,1008,1003,0,29.96,76.1, 
6/18/2017,32,24,1005.13,84,33,37,27,27,21,1008,1002,0,29.98,74.7, 
6/19/2017,30,25,1005.05,98,41,36,25,27,22,1008,1003,38,29.92,75.9, 
6/20/2017,28,25,1006.04,100,44,34,23,27,22,1008,1004,0,29.95,75.6, 
6/21/2017,32,24,1005.56,84,32,38,25,27,22,1008,1003,0,30.04,79.3, 
6/22/2017,32,24,1005.78,84,32,37,26,27,21,1008,1003,0,30.01,84.6, 
6/23/2017,32,24,1004.89,94,30,39,25,27,20,1007,1002,0,29.93,82.2, 
6/24/2017,29,24,1003.54,100,40,36,22,27,22,1006,1001,11,29.92, , 
6/25/2017,30,23,1002.35,89,39,36,24,26,21,1004,1000,0,29.98,86.5, 
6/26/2017,31,23,1003.71,79,39,36,26,25,21,1005,1002,0,29.89, , 
6/27/2017,32,23,1004.78,79,39,36,27,27,20,1007,1003,0,29.89,87.3, 
6/28/2017,32,22,1005.33,66,38,37,27,27,19,1008,1003,0,29.96,80.2, 
6/29/2017,32,21,1004.98,75,33,38,27,26,18,1007,1002,0,29.97,81.5, 
6/30/2017,32,23,1003.98,75,34,36,28,26,21,1006,1001,2,29.93,81.5, 
7/1/2017,31,23,1004.22,75,30,35,27,26,20,1006,1002,0,29.85,76.3,140
7/2/2017,32,23,1004.55,79,28,38,27,26,19,1007,1002,0,29.9,76.3,160
7/3/2017,32,24,1005.63,89,37,37,27,26,22,1008,1003,2,29.85,76.1,150
7/4/2017,31,23,1006.21,81,31,37,25,26,21,1008,1004,0,29.87,75.4,170
7/5/2017,33,23,1005.8,75,30,39,27,26,20,1008,1003,0,29.96,80.6, 
7/6/2017,31,23,1005.84,94,35,38,24,27,20,1008,1003,47,30.02, , 
7/7/2017,28,24,1006.3,94,44,34,21,26,22,1008,1004,0,29.99, , 
7/8/2017,30,24,1006.04,79,53,33,26,25,23,1008,1004,0,29.89, , 
7/9/2017,30,24,1005.98,100,36,37,23,26,21,1009,1003,46,29.89, , 
7/10/2017,29,24,1006.73,94,47,36,22,27,22,1009,1004,0,29.95,80.4, 
7/11/2017,30,24,1006.3,89,40,35,24,26,22,1009,1004,50,29.97,80.1, 
7/12/2017,27,24,1007.14,100,60,31,23,26,21,1009,1004,0,29.92,79.2, 
7/13/2017,29,24,1005.88,86,47,33,25,28,22,1008,1004,0.2,29.94,79, 
7/14/2017,29,23,1005.85,84,50,31,27,26,21,1008,1004,0,30.01,81.3, 
7/15/2017,30,23,1006.09,81,52,33,26,27,21,1008,1004,0.3,29.99,81.7, 
7/16/2017,29,23,1005.12,94,47,33,25,25,21,1007,1003,0,29.89,82.4, 
7/17/2017,30,23,1003.52,81,48,33,27,27,21,1006,1001,0,29.86,89.1, 
7/18/2017,32,23,1003.32,79,38,36,28,26,21,1005,1001,0,29.91,82.4, 
7/19/2017,32,22,1003.62,83,40,37,26,26,21,1006,1000,2,29.91,82, 
7/20/2017,31,23,1003.83,79,33,38,24,27,21,1006,1001,0,29.92,82.8, 
7/21/2017,32,21,1004.55,75,30,38,27,26,16,1007,1001,0,29.87,81.1, 
7/22/2017,33,23,1005.07,74,42,38,28,26,22,1007,1002,0,29.89,79.9, 
7/23/2017,33,24,1004.91,79,35,38,28,27,21,1007,1002,0,29.96,81.9, 
7/24/2017,32,24,1005.14,84,32,38,27,26,21,1007,1002,0,29.94,82.8, 
7/25/2017,32,24,1004.4,84,30,37,27,26,21,1007,1002,0,29.88,85.6, 
7/26/2017,32,24,1004.36,89,31,38,26,26,22,1007,1001,36,29.88,81.1, 
7/27/2017,30,25,1005.5,94,36,36,24,27,21,1008,1003,0,29.93,80.2, 
7/28/2017,30,24,1006.76,94,39,36,25,26,22,1010,1004,2,29.93,79.5, 
7/29/2017,30,25,1007.37,94,40,36,24,27,23,1010,1005,0,29.89,80.1, 
7/30/2017,30,25,1006.63,89,47,35,25,27,23,1009,1004,0,29.96,79.9, 
7/31/2017,30,25,1006.73,84,47,35,26,26,22,1009,1004,0,29.93,81.3, 
8/1/2017,30,25,1006.69,89,44,36,25,27,23,1008,1004,0,29.84,81.3, 
8/2/2017,30,25,1007.16,94,40,36,23,28,23,1009,1004,8,29.81,81.7, 
8/3/2017,30,24,1005.82,84,35,35,25,26,19,1009,1003,0,29.88,81, 
8/4/2017,32,24,1003.81,84,40,36,27,26,23,1006,1001,0.7,29.87,82.2, 
8/5/2017,30,25,1002.87,89,48,33,27,27,22,1005,1001,4,29.83,81, 
8/6/2017,31,24,1002.82,89,30,37,25,26,21,1005,1000,0,29.87,81.5, 
8/7/2017,30,24,1004.34,94,47,35,25,26,22,1007,1002,6,29.85,80.1, 
8/8/2017,28,25,1005.48,89,47,34,23,26,23,1007,1003,0,29.92,80.1, 
8/9/2017,30,25,1006.29,84,40,35,25,26,22,1008,1004,0,29.81,82, 
8/10/2017,30,25,1006.91,89,49,34,25,26,23,1009,1004,0,29.8,81, 
8/11/2017,30,25,1007,100,47,34,25,27,23,1009,1004,19,29.87,81.1, 
8/12/2017,28,25,1007.33,94,47,34,23,27,22,1009,1005,7,29.82,80.2, 
8/13/2017,28,25,1008.5,94,56,33,23,26,22,1012,1006,16,29.76,76.1,180
8/14/2017,29,25,1009.29,94,52,34,24,26,23,1011,1007,0,29.79,75.2,200
8/15/2017,29,24,1008.42,94,53,34,24,27,23,1011,1006,6,29.84,79.5, 
8/16/2017,30,24,1006.48,94,45,35,24,26,22,1009,1003,19,29.9,83.5, 
8/17/2017,28,25,1004.25,100,54,33,24,26,22,1007,1001,0,29.89,79.5, 
8/18/2017,28,25,1002.8,100,47,34,22,26,22,1005,1000,4,29.82,79.3, 
8/19/2017,29,25,1003.04,94,53,34,24,26,24,1006,1001,0.6,29.86,76.5,180
8/20/2017,28,24,1003.63,94,52,32,25,25,23,1006,1000,0,29.84,76.6,210
8/21/2017,30,24,1003.56,94,45,34,25,27,23,1005,1001,15,29.74,78.4,170
8/22/2017,28,25,1004.2,89,57,32,25,27,23,1006,1002,0,29.8,81.3, 
8/23/2017,30,25,1004.93,94,42,35,25,27,23,1007,1003,6,29.82,81.1, 
8/24/2017,28,25,1005.07,94,60,32,25,27,23,1007,1002,0.1,29.89,80.1, 
8/25/2017,26,25,1004.46,94,62,30,23,26,23,1007,1002,0.2,29.88,81.1, 
8/26/2017,30,25,1002.54,100,47,34,26,27,24,1005,999,11,29.79,81.5, 
8/27/2017,28,25,1001.69,94,60,32,24,26,23,1004,999,5,29.77,85.6, 
8/28/2017,28,24,1001.39,89,59,32,25,26,24,1003,999,0,29.84,81.3, 
8/29/2017,29,24,1002.84,79,50,33,25,25,23,1005,1001,0,29.85,81.1, 
8/30/2017,30,25,1005.5,94,42,36,25,27,23,1009,1003,11,29.81,81.5, 
8/31/2017,28,25,1007.36,94,45,34,23,27,22,1010,1005,0.3,29.81,82, 
9/1/2017,29,26,1007.76,94,61,33,25,27,22,1011,1005,12,29.81,82.4, 
9/2/2017,30,26,1007.47,94,53,34,25,27,24,1009,1005,0.5,29.78,77.2,120
9/3/2017,30,25,1007.73,94,51,34,25,27,24,1010,1005,0,29.82,76.6,140
9/4/2017,30,26,1007.77,94,46,36,25,28,24,1010,1005,0,29.77,75.7,160
9/5/2017,31,27,1007.25,94,52,35,26,28,23,1010,1004,0,29.77,75.6,150
9/6/2017,28,25,1006.43,94,57,34,23,27,23,1008,1003,0,29.84,81.1, 
9/7/2017,28,25,1006.54,100,57,33,23,27,22,1009,1004,0,29.91,89.1, 
9/8/2017,29,26,1006.88,94,60,33,25,27,25,1009,1004,0,29.82,88.2, 
9/9/2017,30,26,1006.43,94,60,33,26,27,24,1009,1004,0,29.79,83.3, 
9/10/2017,29,25,1006.55,89,53,33,25,27,24,1008,1005,0,29.87,81.5, 
9/11/2017,30,25,1007.52,94,54,33,26,26,24,1010,1006,0,29.89,82.8, 
9/12/2017,29,26,1008.95,94,66,32,26,27,25,1011,1007,9,29.84,80.4, 
9/13/2017,30,26,1008.96,94,54,34,25,27,23,1011,1006,0,29.85,79.9, 
9/14/2017,29,26,1007.77,94,57,33,25,27,25,1010,1005,0.5,29.91,89.6, 
9/15/2017,29,25,1006.89,89,54,33,25,26,23,1010,1004,0,29.92,88.7, 
9/16/2017,28,26,1006.32,94,63,31,24,27,23,1009,1004,14,29.9,78.4, 
9/17/2017,26,24,1007.52,94,65,30,23,26,22,1009,1006,0.8,29.88,79.9, 
9/18/2017,30,24,1007.98,94,45,34,25,26,22,1010,1006,11,29.8,80.8, 
9/19/2017,29,24,1006.85,94,44,35,23,25,22,1009,1004,0,29.79,80.2, 
9/20/2017,30,23,1006.16,84,41,34,25,27,21,1009,1003,0,29.84,79, 
9/21/2017,30,23,1006.05,84,40,35,25,26,20,1008,1003,0,29.86,78.6, 
9/22/2017,30,24,1007.12,89,49,34,26,26,23,1009,1005,0,29.82,78.4, 
9/23/2017,30,25,1008.16,89,47,35,26,26,23,1010,1006,1,29.8,79.5, 
9/24/2017,28,26,1007.94,94,62,31,25,27,24,1010,1005,23,29.84, , 
9/25/2017,26,24,1006.48,94,65,30,23,25,22,1009,1003,0,29.73,81.3, 
9/26/2017,28,25,1006.16,94,59,31,25,26,24,1008,1004,0.1,29.78,83.3, 
9/27/2017,28,25,1006.29,89,60,30,25,26,23,1009,1004,0.2,29.81,86.2, 
9/28/2017,28,25,1005.78,94,57,32,24,26,22,1008,1003,0.7,29.72,83.1, 
9/29/2017,30,25,1005.79,94,49,34,25,27,24,1008,1003,0,29.7,84.4, 
9/30/2017,30,26,1007.3,89,59,33,26,27,24,1009,1006,0,29.77,88, 
10/1/2017,28,26,1007.44,100,63,33,23,27,23,1010,1005,0,29.8,87.4, 
10/2/2017,28,25,1006.57,94,49,33,23,26,23,1009,1004,0,29.78,85.1, 
10/3/2017,30,25,1006.66,100,51,35,24,27,23,1009,1003,41,29.79,82.9, 
10/4/2017,28,25,1006.93,100,50,34,22,27,22,1009,1005,4,29.83,84.7, 
10/5/2017,28,25,1005.95,94,57,33,24,27,24,1007,1004,23,29.81,87.6, 
10/6/2017,28,25,1005.73,94,49,33,24,26,24,1008,1003,0,29.79,83.1, 
10/7/2017,29,26,1006.09,94,59,33,25,27,25,1008,1004,0,29.85,84.6, 
10/8/2017,29,26,1006.07,89,47,33,25,27,22,1008,1003,0,29.84,85.8, 
10/9/2017,30,26,1005.69,89,56,33,26,27,25,1008,1003,0,29.75,84.6, 
10/10/2017,29,25,1005.25,89,56,34,24,27,23,1008,1002,0,29.74,85.6, 
10/11/2017,29,26,1005.71,94,53,33,25,27,24,1008,1004,0,29.83,83.7, 
10/12/2017,28,26,1006.45,94,66,30,25,27,24,1008,1004,0,29.85,84, 
10/13/2017,27,26,1005.8,93,74,29,25,26,24,1008,1003,1,29.78,83.1, 
10/14/2017,28,26,1005.55,94,68,31,25,27,24,1008,1003,0,29.75,80.2,310
10/15/2017,28,25,1006.02,89,65,30,25,26,24,1008,1004,0,29.71,80.2,20
10/16/2017,26,25,1006.69,94,78,27,25,26,24,1009,1005,8,29.84,83.7, 
10/17/2017,26,25,1005.78,94,77,28,23,26,24,1008,1004,0.1,29.86,84.9, 
10/18/2017,30,25,1005.07,94,42,34,25,27,23,1008,1003,0,29.82,80.2,270
10/19/2017,30,24,1005.56,94,36,35,24,28,18,1008,1003,0,29.78,80.2, 
10/20/2017,30,26,1007.44,94,44,35,26,28,24,1010,1005,0,29.65,81.3,320
10/21/2017,30,26,1008.44,94,46,35,25,27,24,1011,1006,0,29.73,81.3, 
10/22/2017,30,25,1008.77,87,56,34,26,27,23,1011,1007,0,29.73,80.8, 
10/23/2017,30,26,1009.44,94,41,35,26,27,22,1011,1007,0,29.67,79.2, 
10/24/2017,30,25,1010.92,94,56,34,25,27,23,1013,1009,0,29.71,79.3, 
10/25/2017,29,25,1012.36,94,53,33,25,27,23,1014,1010,9,29.8,81.7, 
10/26/2017,28,25,1012.82,94,54,32,24,26,23,1015,1011,2,29.83,81.7, 
10/27/2017,28,24,1011.87,94,49,32,23,26,21,1014,1010,1,29.79,81.7, 
10/28/2017,28,24,1011.52,94,53,32,23,26,21,1014,1009,3,29.76,79,360
10/29/2017,28,24,1011.51,94,51,32,24,26,23,1014,1009,10,29.75,80.1,70
10/30/2017,24,24,1011.51,100,89,25,23,25,23,1014,1009,165,29.65,80.1, 
10/31/2017,24,24,1010.74,100,73,28,21,25,22,1013,1008,0,29.81,81.5, 
11/1/2017,23,24,1011.27,100,89,25,21,25,22,1013,1010,24,29.89,81.7, 
11/2/2017,26,24,1010.21,100,67,30,22,25,22,1012,1008,130,29.86,82.4, 
11/3/2017,25,24,1009.46,100,65,28,22,25,22,1011,1007,0,29.77,85.5, 
11/4/2017,25,24,1009.66,100,84,29,21,26,22,1012,1007,20,29.73,84, 
11/5/2017,26,25,1010.09,100,71,29,23,26,23,1012,1008,0,29.82,83.7, 
11/6/2017,25,25,1011,100,82,27,23,26,23,1014,1009,8,29.75,84, 
11/7/2017,24,24,1011.6,100,89,25,22,25,22,1014,1010,20,29.72,84.2, 
11/8/2017,26,24,1011.44,94,51,31,22,26,22,1014,1009,0,29.8,84.7, 
11/9/2017,27,24,1010.27,100,54,31,23,25,22,1012,1008,0,29.83,83.7, 
11/10/2017,26,24,1009.66,94,70,28,23,25,22,1012,1008,5,29.77,83.1, 
11/11/2017,26,23,1009.47,94,55,29,24,25,20,1012,1007,0, , ,180
11/12/2017,25,21,1007.73,100,60,27,23,24,19,1009,1006,0, , ,210
11/13/2017,23,23,1006.98,100,83,25,21,24,22,1009,1005,13, , ,200
11/14/2017,24,24,1006.21,100,80,27,21,25,22,1008,1004,2,29.79,85.5, 
11/15/2017,28,25,1006.46,94,52,33,23,26,23,1009,1004,0,29.83,83.3, 
11/16/2017,28,25,1007.35,94,50,33,24,26,23,1010,1005,0,29.76,85.8, 
11/17/2017,28,26,1008.75,100,63,31,24,27,25,1011,1007,0,29.74,85.1, 
11/18/2017,28,26,1009.74,100,61,32,23,27,25,1012,1008,0,29.81,85.6, 
11/19/2017,28,26,1011.15,100,52,32,24,27,24,1013,1009,0,29.85,85.6, 
11/20/2017,28,26,1011.63,100,58,32,24,27,23,1014,1009,0,29.81,83.7, 
11/21/2017,28,25,1011,100,52,32,24,27,23,1013,1009,0,29.65,82.6, 
11/22/2017,28,24,1010.47,95,51,32,24,26,23,1012,1008,0,29.74,83.3,350
11/23/2017,28,23,1010.46,94,36,32,24,25,18,1013,1008,0,29.78,82.6,30
11/24/2017,26,24,1011.6,94,64,30,23,26,23,1014,1010,0,29.72,81.5,361
11/25/2017,27,23,1012.5,89,52,30,24,24,21,1015,1011,1,29.81,81.9, 
11/26/2017,26,25,1012.69,94,79,28,23,26,22,1015,1010,82,29.89,84, 
11/27/2017,26,24,1011.68,94,61,30,22,27,22,1014,1010,1,29.87,84.2, 
11/28/2017,26,24,1011.72,94,57,30,23,25,22,1014,1010,0,29.79,84.7, 
11/29/2017,26,24,1012,100,64,29,23,26,23,1014,1010,15,29.78,83.8, 
11/30/2017,26,25,1010.93,100,73,29,23,27,23,1014,1009,29,29.84,85.1, 
12/1/2017,25,24,1010.35,100,73,28,22,26,22,1012,1006,0.4,29.78,81.1,20
12/2/2017,26,22,1011.7,84,42,29,23,24,19,1014,1010,0,29.78,81.5,10
12/3/2017,26,22,1012.51,89,59,29,24,23,21,1014,1011,0,29.68,81.7,361
12/4/2017,26,22,1011.62,94,54,29,22,23,21,1013,1009,0,29.67,82.6,340
12/5/2017,26,23,1010.73,94,62,29,22,25,22,1013,1008,0,29.75,82.9,30
12/6/2017,26,23,1010.34,94,56,30,23,24,21,1013,1008,0,29.78,81.7,40
12/7/2017,26,23,1009.8,94,57,29,22,23,21,1012,1008,0,29.7,80.1,360
12/8/2017,26,21,1009.85,94,33,31,20,22,17,1012,1007,0,29.78,84.4, 
12/9/2017,26,22,1010.7,94,37,32,21,24,18,1013,1008,0,29.84,85.1, 
12/10/2017,26,22,1012.04,100,40,31,22,23,18,1014,1010,0,29.86,84.9, 
12/11/2017,26,23,1013.33,94,52,31,21,24,21,1016,1011,0,29.8,83.7, 
12/12/2017,26,24,1013.55,100,55,31,22,25,22,1016,1011,0,29.78,80.8,30
12/13/2017,26,23,1013.7,100,56,30,22,25,22,1016,1012,0,29.78,81.1,20
12/14/2017,26,23,1014.25,94,55,31,21,24,21,1016,1012,0,29.71,81,20
12/15/2017,26,24,1014.46,100,62,30,23,25,22,1017,1012,0,29.68,81.3,330
12/16/2017,27,22,1015.68,83,48,30,24,24,20,1018,1014,0,29.76,81.7,350
12/17/2017,26,20,1016.31,83,43,30,22,23,17,1019,1014,0,29.8,81.9,340
12/18/2017,26,20,1016.24,88,47,29,24,22,18,1019,1014,0,29.72,81.5, 
12/19/2017,24,20,1015.33,78,47,29,20,22,18,1017,1013,0,29.85,82.9, 
12/20/2017,25,20,1015.91,88,45,29,21,21,19,1018,1014,0,29.91,82.8, 
12/21/2017,24,22,1015.72,94,64,28,21,25,19,1018,1014,0,29.88,82.8, 
12/22/2017,25,22,1014.78,100,51,28,22,25,21,1017,1013,0,29.81,83.7, 
12/23/2017,26,22,1012.73,100,51,30,22,24,19,1015,1010,0,29.79,84, 
12/24/2017,25,21,1012.4,89,46,29,21,22,20,1015,1010,0,29.79,80.4,50
12/25/2017,24,22,1012.98,94,61,28,21,23,21,1015,1011,0,29.77,79.5, 
12/26/2017,24,22,1013.61,100,52,29,20,23,21,1015,1011,0,29.71,80.2,350
12/27/2017,24,19,1013.54,94,46,29,19,22,17,1016,1011,0,29.76,82, 
12/28/2017,24,18,1013.11,83,39,29,18,20,17,1016,1011,0,29.81,81.3,350
12/29/2017,25,21,1013.39,89,48,29,21,23,19,1015,1011,0,29.78,81,10
12/30/2017,25,22,1012.82,100,50,29,21,23,20,1015,1010,0,29.9,82.8, 
12/31/2017,26,21,1011.21,94,46,30,21,24,18,1014,1008,0,29.87,82.2, 
